id,barangay,record_type,date,value,created_at,updated_at
1517,"Highway Hills","actual","""2012-12-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1518,"Highway Hills","actual","""2017-09-30T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
1521,"Poblacion","actual","""2014-05-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1522,"Poblacion","actual","""2014-03-31T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
1523,"Pag-asa","actual","""2012-05-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1524,"Addition Hills","actual","""2020-05-31T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
1525,"Addition Hills","actual","""2011-02-28T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1526,"Daang Bakal","actual","""2012-02-29T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
1527,"Hagdang Bato Libis","actual","""2022-06-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1528,"Hagdang Bato Itaas","actual","""2022-07-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1529,"Malamig","actual","""2022-04-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
2815,"Malamig","actual","""2024-09-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1530,"Barangka Ibaba","actual","""2023-03-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1531,"Addition Hills","actual","""2024-11-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1533,"Addition Hills","actual","""2015-09-30T16:00:00.000Z""","3",,"""2025-10-27T01:52:24.405Z"""
1534,"Addition Hills","actual","""2018-04-30T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
1535,"Addition Hills","actual","""2011-11-30T16:00:00.000Z""","3",,"""2025-10-27T01:52:24.405Z"""
1536,"Barangka Drive","actual","""2014-12-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
2822,"Old Zaniga","actual","""2015-08-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1537,"Hagdang Bato Itaas","actual","""2013-11-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1538,"Addition Hills","actual","""2023-10-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1541,"Highway Hills","actual","""2013-12-31T16:00:00.000Z""","4",,"""2025-10-27T01:52:24.405Z"""
2825,"Highway Hills","actual","""2024-01-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
2826,"Wack-wack Greenhills","actual","""2011-04-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1543,"Plainview","actual","""2021-01-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1544,"Barangka Ilaya","actual","""2018-11-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
2829,"New Zaniga","actual","""2023-02-28T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1545,"Addition Hills","actual","""2018-02-28T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
1546,"Plainview","actual","""2024-05-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
2832,"Wack-wack Greenhills","actual","""2016-05-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1549,"Poblacion","actual","""2024-02-29T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1550,"Barangka Ilaya","actual","""2015-03-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1552,"Addition Hills","actual","""2023-12-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1553,"Mauway","actual","""2024-11-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1554,"Pleasant Hills","actual","""2016-02-29T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1555,"Malamig","actual","""2015-01-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1556,"Mauway","actual","""2019-05-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1558,"Highway Hills","actual","""2016-03-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1559,"Plainview","actual","""2018-09-30T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
1560,"Hulo","actual","""2017-04-30T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
1561,"Mauway","actual","""2016-04-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1562,"Plainview","actual","""2015-01-31T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
1563,"Highway Hills","actual","""2010-01-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1564,"Plainview","actual","""2017-04-30T16:00:00.000Z""","3",,"""2025-10-27T01:52:24.405Z"""
1565,"Mauway","actual","""2023-04-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1566,"Addition Hills","actual","""2017-11-30T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
1567,"Hulo","actual","""2011-04-30T16:00:00.000Z""","3",,"""2025-10-27T01:52:24.405Z"""
1569,"Addition Hills","actual","""2023-02-28T16:00:00.000Z""","4",,"""2025-10-27T01:52:24.405Z"""
1570,"Plainview","actual","""2012-03-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
2852,"Wack-wack Greenhills","actual","""2019-12-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1572,"Hulo","actual","""2016-02-29T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1574,"Barangka Ilaya","actual","""2014-11-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1575,"San Jose","actual","""2018-09-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
2856,"Barangka Drive","actual","""2023-07-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1578,"Highway Hills","actual","""2016-12-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1580,"Plainview","actual","""2010-10-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1579,"Daang Bakal","actual","""2017-04-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
2861,"Namayan","actual","""2014-03-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1582,"Plainview","actual","""2014-11-30T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
1581,"Poblacion","actual","""2016-08-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
2864,"Old Zaniga","actual","""2014-03-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1583,"Barangka Ilaya","actual","""2020-12-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1585,"Addition Hills","actual","""2024-08-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
2867,"Highway Hills","actual","""2010-12-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1586,"Vergara","actual","""2017-04-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1587,"Hulo","actual","""2014-02-28T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
1590,"Addition Hills","actual","""2013-07-31T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
1588,"Plainview","actual","""2017-06-30T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
1589,"Bagong Silang","actual","""2015-11-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1593,"Addition Hills","actual","""2015-02-28T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
1594,"Plainview","actual","""2010-01-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1596,"Mauway","actual","""2015-09-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1595,"Buayang Bato","actual","""2015-09-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1598,"Barangka Itaas","actual","""2013-11-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1597,"Hulo","actual","""2018-07-31T16:00:00.000Z""","3",,"""2025-10-27T01:52:24.405Z"""
1600,"Barangka Drive","actual","""2014-10-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1601,"Malamig","actual","""2011-09-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
2881,"New Zaniga","actual","""2020-10-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
